article_id,garment_types,brand,Fabric,Pattern,Collar,Fastening,Neckline,Shape,Length,Fit,Color,sample
SO221C1D7-Q11,casual_dress,s.Oliver,Other,Plain,Turn-down collar,Missing,V-neck,Straight,Knee-length,Regular Fit,Black,val
EV421C18T-Q11,jersey_dress,Even&Odd,Jersey,Plain,Missing,Missing,Crew neck,Body-hugging,Short,Skinny Fit,Black,train
PUC21C184-O11,jersey_dress,PULL&BEAR,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Long,Regular Fit,Beige,val
AN621C1ZK-Q11,evening_dress,Anna Field,Jersey,Plain,Standing collar,Missing,Cache-coeur,Fitted,Knee-length,Slim Fit,Black,train
J3121C07F-K11,occasion_dress,Jarlo,Satin,Plain,Standing collar,Zip,Missing,Fitted,Long,Regular Fit,Blue,train
Y0121C2AQ-Q11,shirt_dress,YAS,Other,Plain,Turn-down collar,Other,Missing,Fitted,Knee-length,Regular Fit,Black,train
WG021C0M9-K12,jersey_dress,WAL G.,Jersey,Plain,Standing collar,Zip,Backless,Body-hugging,Long,Skinny Fit,Blue,train
M6421C0AV-Q11,jersey_dress,MAMALICIOUS,Jersey,Floral,Standing collar,Missing,Missing,Fitted,Calf-length,Slim Fit,Green,val
LQA21C04F-A11,casual_dress,Laurella,Missing,Plain,Missing,Zip,Square neck,Straight,Short,Regular Fit,White,train
SZC21C01G-K11,jersey_dress,Sorgenfri Sylt,Jersey,Floral,Missing,Missing,Crew neck,Straight,Knee-length,Regular Fit,Blue,train
A0Q21C0VB-Q11,casual_dress,AllSaints,Chiffon,Floral,Standing collar,Zip,Missing,Fitted,Long,Regular Fit,Brown,val
NX321C2XD-K11,denim_dress,Next,Denim,Missing,Standing collar,Missing,Low-cut v-neck,Straight,Short,Loose Fit,Blue,val
S3821C08M-Q11,knitted_dress,2nd Day,Knit,Plain,Standing collar,Missing,Crew neck,Body-hugging,Long,Skinny Fit,Black,val
2BE21C0K5-G11,casual_dress,Betty Barclay,Jersey,Print,Missing,Zip,Boat neck,Straight,Short,Regular Fit,Orange,train
S8521C0T0-K11,casual_dress,Street One,Tulle,Polka dot,Standing collar,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Blue,train
AN621C237-J11,evening_dress,Anna Field,Tulle,Plain,Standing collar,Zip,Crew neck,Fitted,Knee-length,Regular Fit,Red,train
MA321C12Q-Q11,casual_dress,Marc O'Polo,Satin,Plain,Standing collar,Belt,Crew neck,Fitted,Calf-length,Regular Fit,Black,val
M0921C0I6-M11,occasion_dress,Mascara,Jersey,Plain,Missing,Zip,Backless,Fitted,Long,Slim Fit,Green,train
Y0121C28R-A12,evening_dress,YAS,Chiffon,Plain,Standing collar,Button,Backless,Flared,Knee-length,Regular Fit,White,val
HL421C08F-A11,knitted_dress,Hervé Léger,Knit,Plain,Standing collar,Zip,Backless,Body-hugging,Extra short,Skinny Fit,White,val
KRG21C040-A11,occasion_dress,Kraimod,Chiffon,Plain,Missing,Zip,Backless,Flared,Long,Regular Fit,White,train
T2S21C01E-T11,casual_dress,TOOche,Jersey,Missing,Missing,Missing,Low-cut v-neck,Straight,Missing,Slim Fit,Black,train
K3W21C00P-Q11,evening_dress,Karl Lagerfeld Jeans,Tulle,Plain,Standing collar,Missing,Crew neck,Body-hugging,Short,Slim Fit,Black,val
LQA21C05V-Q11,casual_dress,Laurella,Jersey,Polka dot,Ruffle collar,Missing,Cache-coeur,Fitted,Extra short,Regular Fit,Grey,val
M9121C6TV-D11,maxi_dress,Mango,Jersey,Marl,Standing collar,Missing,Low-cut v-neck,Straight,Long,Loose Fit,Beige,train
F0O21C08G-K11,casual_dress,Faithfull the brand,Satin,Striped,Standing collar,Laces,Backless,Fitted,Long,Regular Fit,Blue,train
RP521C001-J11,jersey_dress,Polo Sport Ralph Lauren,Jersey,Plain,Missing,Missing,Crew neck,Straight,Extra short,Loose Fit,Pink,train
BY221C0I3-K11,casual_dress,b.young,Missing,Print,Standing collar,Button,Henley,Flared,Calf-length,Regular Fit,Blue,train
NX321C3TM-K11,jersey_dress,Next,Missing,Floral,Missing,Drawstring fastening,Missing,Fitted,Calf-length,Regular Fit,Purple,val
1US21C0IE-A11,casual_dress,usha,Jersey,Floral,Standing collar,Laces,Cache-coeur,Flared,Knee-length,Regular Fit,Brown,train
KA321C0Y5-K11,knitted_dress,Kaffe,Knit,Plain,Standing collar,Belt,Crew neck,Fitted,Knee-length,Regular Fit,Black,train
ARU21C03D-Q11,evening_dress,ARKET,Satin,Plain,Turn-down collar,Laces,Cache-coeur,Fitted,Calf-length,Slim Fit,Black,train
C5B21C03Y-L11,maxi_dress,CHIC by Lirette,Chiffon,Paisley,Standing collar,Laces,Low-cut v-neck,Flared,Long,Regular Fit,Blue,val
CO121C1DC-K11,maxi_dress,comma,Satin,Plain,Missing,Missing,Cache-coeur,Fitted,Long,Slim Fit,Blue,val
TI521C0B0-K11,shift_dress,Tiger of Sweden,Jersey,Plain,Standing collar,Zip,Boat neck,Fitted,Knee-length,Slim Fit,Blue,train
VM321C117-K12,evening_dress,Vera Mont,Tulle,Marl,Standing collar,Zip,Crew neck,Flared,Knee-length,Regular Fit,Blue,val
OND21C09X-G11,evening_dress,ONLY Tall,Jersey,Plain,Missing,Zip,Backless,Fitted,Knee-length,Slim Fit,Orange,val
NX321C46F-K11,knitted_dress,Next,Rib,Marl,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Grey,train
ADQ21C008-Q11,jersey_dress,adidas Originals,Jersey,Print,Standing collar,Missing,Crew neck,Straight,Knee-length,Loose Fit,Black,train
VEE21C0MC-B11,jersey_dress,Vero Moda Curve,Jersey,Striped,Missing,Drawstring fastening,Crew neck,Straight,Calf-length,Regular Fit,Grey,train
DF221C0KF-M11,jersey_dress,Diane von Furstenberg,Jersey,Floral,Missing,Zip,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Green,train
ADK21C06O-Q12,shift_dress,adL,Missing,Plain,Standing collar,Zip,Missing,Fitted,Extra short,Slim Fit,Black,train
MA321C0XP-K12,jersey_dress,Marc O'Polo,Jersey,Plain,Standing collar,Missing,Boat neck,Other,Short,Skinny Fit,Black,val
ON321C3NK-N11,maxi_dress,ONLY,Missing,Plain,Missing,Zip,Backless,Fitted,Long,Regular Fit,Green,val
KA321C17D-K11,knitted_dress,Kaffe,Jersey,Plain,Standing collar,Zip,Crew neck,Straight,Knee-length,Regular Fit,Blue,val
KAN21C0BB-K11,maxi_dress,Kaffe Curve,Missing,Striped,Standing collar,Missing,Low-cut v-neck,Flared,Calf-length,Regular Fit,White,train
KA321C0Q1-M11,maxi_dress,Kaffe,Missing,Print,Standing collar,Missing,Low-cut v-neck,Missing,Long,Regular Fit,Beige,val
LE421C02H-K11,denim_dress,Lee,Denim,Missing,Turn-down collar,Button,Missing,Straight,Knee-length,Loose Fit,Blue,train
BB121C0YZ-T11,casual_dress,BOSS,Chiffon,Floral,Standing collar,Laces,Backless,Fitted,Calf-length,Regular Fit,Green,val
CE321C0DX-A11,casual_dress,Cecil,Missing,Print,Standing collar,Missing,V-neck,Straight,Short,Regular Fit,Blue,val
ARC21C06F-Q11,evening_dress,Armani Exchange,Jersey,Plain,Standing collar,Zip,Crew neck,Body-hugging,Short,Skinny Fit,Black,train
AD121S0AT-Q11,jersey_dress,adidas Originals,Jersey,Plain,Missing,Missing,Backless,Fitted,Extra short,Slim Fit,Black,train
K3W21C00G-K11,denim_dress,Karl Lagerfeld Jeans,Denim,Plain,Turn-down collar,Button,Missing,Fitted,Short,Slim Fit,Blue,val
GU121C1I2-Q11,jersey_dress,Guess,Jersey,Polka dot,Standing collar,Zip,Low-cut v-neck,Fitted,Short,Slim Fit,Black,val
SCF21C04J-N11,casual_dress,Scalpers,Chiffon,Print,Standing collar,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Brown,train
M1B21C01V-K12,occasion_dress,My Mascara Curves,Chiffon,Plain,Standing collar,Zip,Crew neck,Fitted,Long,Regular Fit,Blue,train
M6429F1J0-K11,jersey_dress,MAMALICIOUS,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Regular Fit,Blue,train
SA321C0IO-Q11,occasion_dress,Samsøe Samsøe,Satin,Plain,Standing collar,Missing,Scoop neck,Fitted,Long,Slim Fit,Black,val
CU221C0HM-O11,casual_dress,Culture,Chiffon,Print,Standing collar,Missing,V-neck,Flared,Knee-length,Loose Fit,Brown,train
THA21C0GM-G11,casual_dress,The Kooples,Satin,Plain,Missing,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Red,val
NII21C05Y-Q11,evening_dress,Nicowa,Jersey,Plain,Missing,Missing,Cache-coeur,Fitted,Short,Regular Fit,Black,val
MNZ21C01P-J11,maxi_dress,Maliparmi,Missing,Print,Missing,Button,Crew neck,Straight,Long,Regular Fit,Pink,train
VM321C0YS-K11,occasion_dress,Vera Mont,Satin,Plain,Missing,Zip,V-neck,Straight,Long,Regular Fit,Blue,train
S2821C0K1-H11,casual_dress,Saint Tropez,Missing,Floral,Missing,Missing,Low-cut v-neck,Flared,Calf-length,Regular Fit,Orange,train
C0421C0KP-Q11,knitted_dress,Cartoon,Sweat,Plain,Hood,Missing,Crew neck,Straight,Knee-length,Regular Fit,Black,val
ONA21C0S7-Q11,casual_dress,ONLY Carmakoma,Sweat,Floral,Standing collar,Missing,Crew neck,Straight,Knee-length,Loose Fit,Black,train
F2121C065-O11,knitted_dress,Fransa,Knit,Plain,Turn-down collar,Missing,V-neck,Straight,Short,Regular Fit,Beige,train
P6921C0O5-K11,denim_dress,Pinko,Denim,Missing,Standing collar,Button,Off-the-shoulder,Fitted,Calf-length,Slim Fit,Blue,val
R5921C0HG-C11,knitted_dress,Ragwear,Knit,Marl,Polo neck,Missing,Crew neck,Fitted,Short,Loose Fit,Grey,train
VM321C0VO-K11,evening_dress,Vera Mont,Chiffon,Plain,Standing collar,Zip,Backless,Flared,Short,Regular Fit,Blue,train
BY221C0I2-I11,casual_dress,b.young,Sweat,Plain,Hood,Missing,Missing,Straight,Short,Regular Fit,Purple,train
VM321C0ZW-M11,casual_dress,Vera Mont,Missing,Plain,Standing collar,Missing,Henley,Straight,Knee-length,Regular Fit,Green,train
4AP21C27F-J11,occasion_dress,Apart,Missing,Marl,Missing,Zip,Backless,Fitted,Long,Regular Fit,Beige,train
VEI21C0CJ-Q11,evening_dress,Versace Jeans Couture,Jersey,Print,Standing collar,Missing,Backless,Body-hugging,Calf-length,Skinny Fit,Yellow,val
2ET21C02T-M11,casual_dress,Eterna,Jersey,Print,Missing,Drawstring fastening,V-neck,Fitted,Calf-length,Loose Fit,Green,train
SEZ21C07T-K11,denim_dress,Seasalt Cornwall,Denim,Missing,Missing,Missing,Square neck,Straight,Knee-length,Regular Fit,Blue,train
MOD21C0CF-K11,jersey_dress,Moves,Chiffon,Floral,Standing collar,Missing,V-neck,Fitted,Calf-length,Regular Fit,Blue,train
BY221C0IR-T11,casual_dress,b.young,Jersey,Floral,Missing,Button,Crew neck,Flared,Calf-length,Regular Fit,Black,val
NX321C465-A11,maxi_dress,Next,Missing,Plain,Standing collar,Missing,Scoop neck,Flared,Long,Regular Fit,White,train
I0621C038-A11,casual_dress,INFLUENCER,Lace,Plain,Missing,Zip,Backless,Flared,Knee-length,Regular Fit,White,val
VE121C488-B11,casual_dress,Vero Moda,Tulle,Floral,Missing,Missing,Cache-coeur,Fitted,Calf-length,Regular Fit,Pink,train
BO721C01G-K11,casual_dress,Bogner,Satin,Floral,Missing,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Blue,val
GU121C1GS-Q11,knitted_dress,Guess,Rib,Plain,Missing,Missing,Crew neck,Body-hugging,Knee-length,Skinny Fit,Black,val
ES929F0B8-Q11,jersey_dress,Esprit Maternity,Jersey,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Black,val
VM321C0YK-K11,shift_dress,Vera Mont,Jersey,Floral,Missing,Zip,V-neck,Straight,Knee-length,Slim Fit,Blue,val
TW321C0FA-Q11,evening_dress,TWINSET,Jersey,Plain,Standing collar,Zip,Crew neck,Body-hugging,Calf-length,Skinny Fit,Black,train
IN321C0L2-I11,maxi_dress,InWear,Satin,Plain,Standing collar,Zip,Backless,Flared,Long,Regular Fit,Purple,train
OB821C05L-B11,knitted_dress,Object Petite,Rib,Marl,Standing collar,Missing,Missing,Straight,Knee-length,Regular Fit,Beige,train
VE121C4AC-K11,casual_dress,Vero Moda,Satin,Plain,Missing,Laces,Cache-coeur,Fitted,Short,Regular Fit,Blue,train
UP121C1H2-K11,casual_dress,Ulla Popken,Chiffon,Colourful,Standing collar,Missing,Scoop neck,Flared,Calf-length,Regular Fit,Purple,train
OV721C002-C11,occasion_dress,OVERTHESEA,Chiffon,Plain,Ruffle collar,Button,Backless,Fitted,Long,Regular Fit,White,train
VEB21C0J7-K11,maxi_dress,Vero Moda Tall,Missing,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Long,Regular Fit,Blue,val
N1421C03Y-K11,knitted_dress,Noppies,Knit,Striped,Missing,Missing,Crew neck,Straight,Calf-length,Regular Fit,Grey,train
SO221C1CU-C11,knitted_dress,s.Oliver,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Grey,train
EDD21C0Z5-J11,casual_dress,EDITED,Satin,Plain,Standing collar,Missing,Backless,Flared,Calf-length,Regular Fit,Pink,train
FAB21C0BC-J11,jersey_dress,faina,Jersey,Plain,Standing collar,Missing,Backless,Body-hugging,Extra short,Slim Fit,Pink,val
L0S21C07N-K11,evening_dress,Lauren Ralph Lauren Woman,Jersey,Plain,Missing,Zip,Cache-coeur,Body-hugging,Short,Skinny Fit,Silver,val
F2121C05R-Q11,casual_dress,Fransa,Missing,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Black,val
V1021C3MF-C11,casual_dress,VILA,Chiffon,Animal print,Standing collar,Missing,V-neck,Flared,Knee-length,Regular Fit,Brown,train
H1N21C07C-Q11,knitted_dress,HELMIDGE,Knit,Print,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Black,train
FAB21C09L-M11,knitted_dress,faina,Knit,Plain,Turn-down collar,Missing,Low-cut v-neck,Fitted,Calf-length,Slim Fit,Green,train
BEJ21C1C6-G11,knitted_dress,Bershka,Knit,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Slim Fit,Red,val
KRG21C028-G11,occasion_dress,Kraimod,Chiffon,Plain,Standing collar,Missing,Missing,Flared,Long,Regular Fit,Red,train
WG021C0W6-K11,jersey_dress,WAL G.,Jersey,Plain,Standing collar,Zip,Backless,Fitted,Long,Slim Fit,Black,train
1MY21C0A6-K11,knitted_dress,myMo,Knit,Plain,Standing collar,Missing,Backless,Straight,Short,Slim Fit,Blue,train
L8321C07P-Q11,maxi_dress,LASCANA,Jersey,Plain,Missing,Missing,Low-cut v-neck,Straight,Long,Regular Fit,Black,train
UR621C006-L11,maxi_dress,Urban Classics,Jersey,Plain,Standing collar,Missing,Backless,Straight,Calf-length,Regular Fit,Green,train
QS121C0E8-Q11,casual_dress,QS,Sweat,Plain,Hood,Zip,Crew neck,Straight,Knee-length,Loose Fit,Black,train
HOW21C00U-P11,jersey_dress,HotSquash,Jersey,Plain,Missing,Missing,Cache-coeur,Missing,Long,Slim Fit,Blue,val
MSZ21C00D-K11,casual_dress,Moda Romantica,Other,Plain,Missing,Missing,Low-cut v-neck,Flared,Short,Regular Fit,Blue,train
C2P21C0CY-Q11,evening_dress,Cache Cache,Lace,Plain,Standing collar,Missing,Low-cut v-neck,Flared,Short,Regular Fit,Black,train
AN621C1H0-Q11,jersey_dress,Anna Field,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Knee-length,Missing,Black,train
BB121C0U5-K11,casual_dress,BOSS,Chiffon,Plain,Standing collar,Button,Crew neck,Flared,Short,Loose Fit,Blue,train
GU121C1FP-T11,evening_dress,Guess,Velvet,Floral,Standing collar,Zip,Cache-coeur,Body-hugging,Extra short,Skinny Fit,Brown,val
ONA21C0VM-J11,casual_dress,ONLY Carmakoma,Satin,Print,Missing,Missing,Cache-coeur,Fitted,Knee-length,Regular Fit,Pink,train
DF221C0KV-K11,casual_dress,Diane von Furstenberg,Jersey,Floral,Missing,Missing,Square neck,Fitted,Knee-length,Regular Fit,Blue,train
V1021C40F-B11,casual_dress,VILA,Chiffon,Animal print,Missing,Belt,Cache-coeur,Fitted,Long,Regular Fit,Brown,train
IV521C03L-A11,occasion_dress,IVY OAK BRIDAL,Satin,Plain,Standing collar,Zip,Backless,Fitted,Long,Regular Fit,White,train
1US21C0IJ-E11,casual_dress,usha,Missing,Plain,Missing,Zip,Scoop neck,Flared,Calf-length,Regular Fit,Yellow,train
ES121C2DQ-A11,maxi_dress,Esprit,Lace,Plain,Standing collar,Button,Backless,Flared,Long,Regular Fit,Beige,train
VEI21C0DP-J11,jersey_dress,Versace Jeans Couture,Jersey,Print,Standing collar,Missing,Scoop neck,Body-hugging,Knee-length,Skinny Fit,Pink,train
CIG21C023-J11,evening_dress,Cinq à Sept,Satin,Plain,Missing,Zip,Backless,Fitted,Calf-length,Skinny Fit,Pink,train
WG021C126-G11,evening_dress,WAL G.,Jersey,Plain,Missing,Zip,Low-cut v-neck,Fitted,Short,Slim Fit,Red,train
OB121C160-Q11,knitted_dress,Object,Rib,Plain,Standing collar,Belt,Crew neck,Fitted,Knee-length,Regular Fit,Black,train
I0621C03O-I11,casual_dress,INFLUENCER,Chiffon,Floral,Missing,Missing,Off-the-shoulder,Fitted,Short,Regular Fit,Blue,train
M1X21C04A-K11,casual_dress,Max Mara Leisure,Satin,Striped,Missing,Drawstring fastening,Backless,Fitted,Calf-length,Regular Fit,White,train
L4221C1OD-Q11,evening_dress,Lauren Ralph Lauren,Velvet,Plain,Standing collar,Zip,Missing,Fitted,Short,Regular Fit,Black,val
A0F21C0EO-I11,evening_dress,Abercrombie & Fitch,Satin,Plain,Missing,Zip,Backless,Body-hugging,Calf-length,Skinny Fit,Purple,train
RCB21C003-H11,casual_dress,R-Collection,Missing,Plain,Missing,Laces,Cache-coeur,Fitted,Calf-length,Regular Fit,Orange,val
L8321C06J-Q11,jersey_dress,LASCANA,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Slim Fit,Black,val
VM321C10B-K11,casual_dress,Vera Mont,Chiffon,Animal print,Standing collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Blue,val
KA321C16F-M11,casual_dress,Kaffe,Jersey,Marl,Missing,Missing,Cache-coeur,Flared,Calf-length,Regular Fit,Beige,train
L4221C1QH-K11,jersey_dress,Lauren Ralph Lauren,Jersey,Plain,Missing,Missing,Scoop neck,Fitted,Long,Slim Fit,Blue,train
EDD21C0YA-Q11,knitted_dress,EDITED,Rib,Plain,Standing collar,Missing,Backless,Fitted,Calf-length,Regular Fit,Black,train
L4221C1RC-H11,jersey_dress,Lauren Ralph Lauren,Jersey,Paisley,Standing collar,Belt,V-neck,Fitted,Calf-length,Regular Fit,Brown,val
OB821C04W-M11,jersey_dress,Object Petite,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Knee-length,Regular Fit,Green,train
CO121C1EW-G11,casual_dress,comma,Missing,Plain,Standing collar,Missing,V-neck,Straight,Knee-length,Loose Fit,Red,train
APH21C01O-T11,maxi_dress,Apricot,Chiffon,Floral,Missing,Button,V-neck,Fitted,Long,Regular Fit,Blue,train
CR221C0RR-B11,casual_dress,Cream,Missing,Plain,Standing collar,Button,V-neck,Straight,Knee-length,Loose Fit,Beige,train
L4221C1HA-A11,jersey_dress,Lauren Ralph Lauren,Jersey,Plain,Standing collar,Zip,Crew neck,Fitted,Knee-length,Slim Fit,Beige,train
R9821C046-A11,occasion_dress,Roksanda,Satin,Plain,Standing collar,Zip,Missing,Fitted,Calf-length,Regular Fit,White,train
P1421C0X3-M11,evening_dress,Patrizia Pepe,Mesh,Plain,Standing collar,Button,Crew neck,Body-hugging,Calf-length,Slim Fit,Green,train
P6921C0O2-J11,evening_dress,Pinko,Satin,Plain,Missing,Zip,Low-cut v-neck,Fitted,Short,Slim Fit,Pink,train
QS121C0F2-Q11,casual_dress,QS,Missing,Plain,Missing,Missing,Backless,Fitted,Knee-length,Regular Fit,Black,train
BR321C0G7-M11,casual_dress,Bruuns Bazaar,Tulle,Floral,Standing collar,Laces,Missing,Fitted,Calf-length,Regular Fit,Blue,train
SU221C0WM-M11,casual_dress,Superdry,Sweat,Print,Hood,Missing,Missing,Straight,Short,Loose Fit,Green,val
S2821C0BX-J11,casual_dress,Saint Tropez,Missing,Print,Standing collar,Missing,Crew neck,Flared,Short,Regular Fit,Pink,train
RD421C01K-K11,evening_dress,Rodebjer,Satin,Plain,Standing collar,Zip,Crew neck,Fitted,Long,Loose Fit,Blue,train
1US21C0IN-K11,knitted_dress,usha,Missing,Striped,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Blue,train
F1421C06U-C11,knitted_dress,Filippa K,Knit,Marl,Polo neck,Missing,Crew neck,Body-hugging,Short,Skinny Fit,Grey,train
Y0121C1SB-G12,casual_dress,YAS,Missing,Plain,Standing collar,Missing,Low-cut v-neck,Flared,Short,Loose Fit,Red,train
V1021C3ZF-J11,maxi_dress,VILA,Missing,Plain,Turn-down collar,Button,Missing,Fitted,Long,Regular Fit,Pink,val
Y0121C2JO-O11,maxi_dress,YAS,Missing,Animal print,Missing,Missing,V-neck,Straight,Calf-length,Loose Fit,Green,train
SYA21C02P-A11,knitted_dress,System Action,Knit,Checked,Missing,Missing,Scoop neck,Straight,Long,Slim Fit,Brown,val
WF521C0P3-Q11,jersey_dress,WE Fashion,Jersey,Plain,Missing,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Black,val
PE321C1V1-C11,knitted_dress,Pieces,Knit,Striped,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Grey,train
PAX21C0L2-H11,casual_dress,Paprika,Chiffon,Floral,Missing,Missing,Cache-coeur,Fitted,Calf-length,Regular Fit,Orange,val
BY221C0KA-Q11,casual_dress,b.young,Knit,Striped,Turn-down collar,Missing,Low-cut v-neck,Flared,Extra short,Regular Fit,Brown,val
N1421C03S-N11,knitted_dress,Noppies,Rib,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Grey,val
NEN21C0CJ-T11,maxi_dress,Never Fully Dressed,Satin,Paisley,Standing collar,Other,Low-cut v-neck,Fitted,Long,Regular Fit,Blue,train
GS121C0GZ-O11,casual_dress,G-Star,Denim,Plain,Lapel collar,Zip,Crew neck,Fitted,Short,Regular Fit,Brown,train
MSZ21C00C-M11,jersey_dress,Moda Romantica,Other,Plain,Standing collar,Missing,Crew neck,Flared,Knee-length,Regular Fit,Green,train
JY121C117-K11,shirt_dress,JDY,Missing,Floral,Turn-down collar,Button,Missing,Fitted,Short,Regular Fit,Blue,train
L4221C1HJ-K11,jersey_dress,Lauren Ralph Lauren,Jersey,Plain,Missing,Zip,Cache-coeur,Fitted,Knee-length,Regular Fit,Blue,train
ONR29F02Y-M11,casual_dress,ONLY MATERNITY,Chiffon,Floral,Missing,Missing,Henley,Fitted,Short,Slim Fit,Beige,train
Y0121C287-Q11,casual_dress,YAS,Missing,Plain,Missing,Laces,Square neck,Straight,Short,Regular Fit,Black,val
NX321C3Z4-A11,maxi_dress,Next,Missing,Plain,Missing,Button,Backless,Flared,Long,Regular Fit,White,train
VM021C0JS-J11,knitted_dress,Vero Moda Petite,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Calf-length,Loose Fit,Purple,train
AD121C08S-Q11,jersey_dress,adidas Originals,Jersey,Print,Missing,Missing,Crew neck,Straight,Short,Loose Fit,Black,train
DE121C181-A11,casual_dress,Desigual,Missing,Plain,Standing collar,Missing,Crew neck,Flared,Calf-length,Regular Fit,White,val
MQ921C0H1-K11,occasion_dress,MAX&Co.,Satin,Plain,Missing,Zip,Low-cut v-neck,Fitted,Long,Loose Fit,Blue,val
AN621C1HO-Q15,jersey_dress,Anna Field,Jersey,Plain,Missing,Laces,Cache-coeur,Fitted,Long,Slim Fit,Beige,val
WG021C0QV-Q11,evening_dress,WAL G.,Jersey,Plain,Standing collar,Zip,Backless,Fitted,Short,Regular Fit,Black,val
F2121C07D-M11,jersey_dress,Fransa,Knit,Plain,Missing,Drawstring fastening,Crew neck,Fitted,Knee-length,Regular Fit,Green,train
WG021C1F8-I11,occasion_dress,WAL G.,Jersey,Plain,Missing,Zip,Low-cut v-neck,Body-hugging,Long,Slim Fit,Purple,train
KA321C0NM-Q13,casual_dress,Kaffe,Missing,Print,Missing,Button,Henley,Straight,Knee-length,Regular Fit,Brown,val
VE121C44A-A11,jersey_dress,Vero Moda,Jersey,Striped,Missing,Zip,Crew neck,Straight,Short,Regular Fit,Grey,train
JY121C0RX-Q11,casual_dress,JDY,Jersey,Plain,Missing,Missing,Backless,Fitted,Short,Loose Fit,Black,val
NT521C0OA-K11,occasion_dress,Needle & Thread,Tulle,Polka dot,Standing collar,Zip,Backless,Fitted,Long,Regular Fit,Silver,train
PUC21C184-Q11,jersey_dress,PULL&BEAR,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Black,val
